student_id,time
1,3.2,2.69,3.32,4.0,2.61,2.61,4.0,3.41
2,2.42,3.23,2.43,2.43,2.99,1.27,1.42,2.35
3,1.99,3.05,2.07,1.67,3.97,2.62,2.85,1.66
4,2.36,2.89,1.88,3.1,2.32,2.57,2.32,4.0
5,2.79,1.95,3.46,1.82,2.97,1.23,1.74,2.96
6,3.39,2.94,2.71,2.56,1.62,2.22,2.43,3.65
7,3.07,1.39,3.06,2.49,2.26,3.29,3.62,3.55
8,2.13,2.55,3.07,3.58,2.42,2.65,1.91,1.84
9,3.45,3.88,2.74,3.6,3.09,2.28,3.09,4.0
10,2.77,4.0,0.7,3.46,2.87,2.56,2.87,1.21
11,2.62,3.09,3.98,2.39,2.15,2.4,3.53,3.06
12,2.38,3.21,2.88,3.57,2.24,2.54,2.49,1.63
13,3.04,3.01,2.8,2.61,1.67,2.46,2.53,2.16
14,2.67,3.12,4.0,2.94,3.01,2.74,1.26,2.78
15,2.85,4.0,2.65,3.04,2.77,1.87,3.71,3.4
16,3.43,2.07,3.92,1.68,3.27,4.0,2.01,2.35
17,2.88,2.4,1.56,2.85,1.95,3.18,2.06,4.0
18,2.17,2.54,3.45,1.82,2.98,3.85,1.51,2.95
19,3.01,3.43,1.81,1.74,3.22,3.04,3.0,3.08
20,2.26,2.99,3.03,2.23,4.0,3.18,1.85,3.33
21,2.02,3.43,3.73,2.14,3.57,3.13,3.46,4.0
22,2.6,2.2,2.09,2.15,2.74,3.07,3.02,3.46
23,2.81,3.96,2.59,4.0,3.3,2.11,1.94,3.19
24,2.62,3.37,3.18,2.74,2.12,1.59,2.44,3.49
25,2.97,1.8,2.94,3.11,2.09,2.92,2.85,1.89
26,3.09,3.25,3.67,3.64,1.7,2.05,3.21,3.21
27,3.21,4.0,3.26,3.71,3.56,3.32,2.55,3.41
28,2.18,2.61,2.41,2.87,4.0,1.31,3.35,1.51
29,2.42,3.67,2.85,1.94,2.23,3.34,2.22,2.97
30,2.84,2.28,4.0,3.31,1.18,2.95,2.27,3.48
31,2.17,2.71,3.2,3.49,1.84,2.53,2.42,2.28
32,4.0,3.12,1.79,3.53,4.0,3.63,1.58,2.41
33,3.81,2.23,3.16,3.42,2.06,2.75,0.21,1.98
34,2.6,1.8,4.0,1.66,2.45,2.9,3.95,1.65
35,3.73,2.81,2.01,3.17,2.96,2.32,2.86,2.49
36,2.89,3.33,4.0,1.81,4.0,1.24,2.68,3.27
37,3.02,2.3,2.63,2.41,2.33,3.48,3.09,2.25
38,3.52,3.05,3.45,3.3,2.14,2.35,3.4,3.29
39,2.78,2.89,3.82,2.33,3.24,2.64,2.63,3.68
40,3.46,3.45,3.84,2.82,3.35,2.55,3.06,2.7
41,2.88,3.28,2.15,4.0,2.0,1.83,3.73,3.43
42,3.3,3.3,2.79,2.08,2.86,2.26,3.58,2.68
43,2.14,2.54,3.13,2.35,2.14,2.99,3.0,2.39
44,2.42,2.99,1.64,1.67,2.23,2.63,3.05,3.98
45,3.49,2.67,2.78,2.0,2.79,2.57,3.06,2.14
46,3.22,4.0,2.71,3.12,3.35,2.48,2.98,2.81
47,2.88,2.18,2.82,3.2,3.96,3.57,4.0,2.19
48,3.5,2.95,4.0,2.15,2.13,2.32,1.1,2.38
49,2.19,2.92,3.07,4.0,3.56,2.34,2.08,3.19
50,1.74,4.0,3.74,2.42,1.43,3.88,2.71,3.79
51,1.52,2.32,2.8,2.84,2.44,3.3,1.95,2.69
52,2.9,3.21,3.37,1.9,1.57,3.82,3.07,2.2
53,4.0,2.89,3.74,2.85,4.0,4.0,2.6,3.58
54,3.32,3.89,2.03,3.35,3.65,1.39,1.85,1.17
55,2.58,3.37,4.0,2.86,4.0,1.7,1.44,2.76
56,3.11,2.77,1.15,2.73,1.76,3.34,3.09,2.05
57,2.39,1.95,2.75,3.56,2.01,3.2,2.38,2.17
58,2.71,1.97,2.36,1.84,4.0,2.83,2.24,2.97
59,2.71,2.62,3.29,3.41,2.38,2.34,2.58,0.96
60,1.59,3.89,4.0,2.6,3.26,3.05,4.0,3.7
61,2.7,2.04,1.51,2.96,2.19,1.66,2.28,1.93
62,4.0,3.51,2.79,3.98,2.86,2.11,4.0,3.23
63,1.97,2.65,2.1,1.69,3.54,4.0,1.68,3.25
64,2.28,2.41,2.33,2.11,2.84,2.14,3.02,2.76
65,2.61,2.07,2.34,3.4,3.2,2.02,2.88,3.4
66,1.46,3.23,2.27,3.26,2.19,1.36,1.5,2.84
67,3.01,2.08,3.31,1.47,2.75,1.83,2.28,2.84
68,2.11,2.49,3.61,2.34,3.47,1.9,3.22,3.95
69,0.82,2.16,3.26,2.64,3.1,2.32,2.87,2.68
70,3.73,3.0,3.07,2.47,2.41,2.45,3.12,2.46
71,3.03,4.0,3.5,2.54,3.76,2.47,1.17,1.99
72,1.3,2.52,2.81,4.0,3.06,2.62,3.46,1.03
73,2.99,3.42,1.62,3.72,3.07,2.47,3.31,4.0
74,2.95,3.0,2.43,2.12,3.46,2.12,2.86,2.42
75,3.18,3.07,3.63,2.39,2.58,2.02,2.44,3.1
76,3.41,2.06,3.5,3.88,3.13,4.0,2.18,1.8
77,1.38,4.0,3.32,2.76,3.02,1.9,4.0,2.9
78,2.89,3.38,3.18,2.98,2.17,3.18,4.0,3.88
79,4.0,2.39,2.01,2.7,2.84,3.68,1.45,4.0
80,2.67,2.46,1.99,1.48,3.46,2.86,1.77,1.76
81,2.53,4.0,2.59,1.6,2.6,2.58,0.64,2.76
82,2.62,3.36,4.0,3.7,2.58,1.91,4.0,2.85
83,2.81,2.78,2.96,2.68,2.34,2.36,2.77,2.37
84,2.23,2.89,2.6,4.0,0.68,3.67,3.8,1.14
85,2.53,2.5,1.67,2.18,1.91,4.0,3.55,3.82
86,3.38,1.9,2.38,3.19,1.82,3.37,2.61,2.5
87,3.37,3.16,2.51,3.73,1.94,3.29,3.27,2.55
88,3.06,1.8,3.54,2.65,2.38,3.64,2.24,1.67
89,1.55,3.28,1.78,4.0,1.13,4.0,2.97,2.72
90,2.36,3.12,2.77,3.68,2.89,2.92,2.51,2.75
91,3.05,1.43,1.72,3.39,2.94,2.65,2.81,3.08
92,2.37,2.18,2.96,2.02,3.13,1.44,3.62,3.18
93,3.0,3.59,4.0,3.61,1.33,1.78,2.3,2.82
94,3.21,2.22,2.95,2.2,2.31,1.67,2.06,1.72
95,2.02,3.64,2.04,4.0,3.19,2.95,2.11,3.36
96,2.34,2.9,4.0,2.72,3.72,2.24,2.77,4.0
97,2.3,4.0,3.37,2.35,3.31,3.58,3.3,1.54
98,2.22,2.6,2.74,3.3,2.94,1.73,3.1,3.29
99,3.25,3.66,3.47,3.17,2.74,1.47,3.14,2.97
100,3.02,1.78,1.94,3.64,2.77,3.35,2.82,2.82
101,3.55,2.39,2.88,2.43,2.45,2.55,2.98,2.42
102,3.8,2.08,2.65,2.45,3.96,2.96,3.63,1.61
103,3.01,3.51,2.87,3.65,2.39,3.93,4.0,2.51
104,2.44,3.96,4.0,2.38,2.46,2.57,1.72,2.07
105,2.0,2.19,2.77,2.99,4.0,2.0,3.59,2.63
106,2.76,3.34,1.9,3.11,2.93,3.19,3.03,4.0
107,2.29,2.38,2.3,2.36,2.29,3.75,3.94,2.34
108,2.13,3.18,2.36,3.31,2.96,1.59,4.0,4.0
109,2.31,2.49,3.03,3.07,3.33,4.0,2.66,2.16
110,1.7,2.22,2.77,4.0,2.39,2.98,2.79,3.75
111,4.0,2.38,2.41,3.64,3.35,4.0,3.27,2.51
112,3.27,3.69,3.46,3.21,3.65,3.74,3.91,3.32
113,2.67,2.92,3.77,2.15,3.09,2.49,2.82,3.82
114,2.95,2.84,1.71,3.4,3.32,4.0,2.55,2.98
115,3.0,4.0,2.72,3.02,3.29,2.95,2.44,2.96
116,3.66,1.98,2.91,2.24,3.76,1.58,2.35,3.1
117,4.0,2.75,2.36,4.0,1.64,1.04,3.15,2.4
118,1.98,3.37,3.0,2.35,1.78,3.5,3.32,2.72
119,4.0,1.94,1.58,2.25,2.76,2.99,2.61,3.08
120,1.8,3.96,2.73,3.69,3.07,3.17,3.26,3.16
121,3.31,3.86,2.96,3.37,2.73,3.95,2.26,4.0
122,2.77,1.66,2.9,2.26,3.47,2.28,2.44,1.29
123,2.44,0.86,1.53,3.41,3.43,3.14,2.03,2.76
124,2.8,1.87,4.0,3.5,2.62,2.82,2.97,1.17
125,2.6,2.25,2.0,2.58,4.0,3.31,2.34,3.26
126,3.92,3.54,2.85,2.28,3.36,3.11,3.52,3.31
127,3.64,2.37,3.85,2.96,4.0,2.25,4.0,2.96
128,2.28,2.41,2.54,3.14,3.22,2.34,2.78,4.0
